station,line_number,passengers_sum_for_every_day,station_number,passengers,line_name_АРБАТСК-ПОКРОВСК,line_name_БКЛ,line_name_БУТОВСКАЯ ЛИНИЯ,line_name_ЗАМОСКВОРЕЦКАЯ,line_name_КАЛИНИНСКАЯ,line_name_КАЛУЖСКО-РИЖСКАЯ,line_name_КОЛЬЦЕВАЯ,line_name_ЛЮБЛИНСКАЯ,line_name_МЦК,line_name_НЕКРАСОВСКАЯ,line_name_СЕРПУХОВ-ТИМИРЯЗ,line_name_СОКОЛЬНИЧЕСКАЯ,line_name_СОЛНЦЕВСКАЯ ЛИН.,line_name_ТАГАНСК-КРАСНОПР,line_name_ФИЛЁВСКАЯ
цветной бульвар,17,986038,121,2002,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
чеховская,17,958700,122,14833,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
боровицкая,17,1000793,123,2061,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
полянка,17,959397,124,10815,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
серпуховская,17,982936,125,19970,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
тульская,17,890899,126,9631,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
нагатинская,17,1053096,127,8953,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
нагорная,17,908593,128,6579,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
нахимовский проспект,17,904206,129,6395,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
севастопольская,17,993393,130,7569,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
чертановская,17,886593,131,6542,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
южная,17,1069939,132,19218,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
пражская,17,995864,133,7461,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
чкаловская,18,973600,134,2084,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
римская,18,947434,135,4663,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
крестьянская застава,18,998084,136,11246,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
кожуховская,18,1004693,137,7956,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
печатники,18,941809,138,3527,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
волжская,18,992791,139,17312,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
люблино,18,985942,140,12700,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
братиславская,18,1039411,141,8513,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
марьино,18,923896,142,5085,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
библиотека имени ленина,8,912272,143,11806,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
дубровка,18,1101372,144,7498,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
улица академика янгеля,17,1007714,145,4936,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
аннино,17,998539,146,8235,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
технопарк,609,1099786,147,17521,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
бульвар дмитрия донского,17,1029931,148,15274,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
парк победы,12,947927,149,7152,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
улица старокачаловская,1500,962016,150,1755,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
улица скобелевская,1500,1019260,151,15504,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
бульвар адмирала ушакова,1500,1030594,152,16983,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
улица горчакова,1500,1023943,153,7664,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
бунинская аллея,1500,951647,154,18407,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
трубная,18,921847,155,7947,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
строгино,12,1012689,156,6604,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
сретенский бульвар,18,975800,157,11337,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
славянский бульвар,12,869362,158,19390,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
мякинино,12,1063061,159,8306,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
волоколамская,12,1078172,160,4545,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
митино,12,1071000,161,19876,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
достоевская,18,968110,162,14158,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
марьина роща,18,951412,163,2209,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
борисово,18,1030111,164,12748,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
шипиловская,18,960681,165,8352,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
зябликово,18,939388,166,7192,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
новокосино,14,987974,167,8829,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
алма атинская,9,1066641,168,17106,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
пятницкое шоссе,12,1043525,169,14400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
жулебино,16,924377,170,17548,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
лермонтовский проспект,16,919437,171,14800,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
котельники,16,968015,172,18910,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
битцевский парк,1500,985015,173,8032,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
лесопарковая,1500,1029489,174,8084,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
деловой центр,1691,1025400,175,12251,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
спартак,16,980418,176,1977,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
тропарево,8,946476,177,6591,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
румянцево,8,989343,178,10862,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
саларьево,8,989598,179,4471,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
шелепиха,1698,1063306,180,17957,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
панфиловская,1698,1042344,181,8019,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
стрешнево,1698,990530,182,7456,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
балтийская,1698,1036688,183,6627,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
коптево,1698,956905,184,8108,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
лихоборы,1698,1007463,185,5058,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
окружная,1698,986286,186,10255,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
локомотив,1698,1021796,187,4909,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
измайлово,1698,952654,188,3093,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
андроновка,1698,1014822,189,5259,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
угрешская,1698,889901,190,15418,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
зил,1698,934525,191,4531,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
хорошево,1698,1050723,192,14860,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ростокино,1698,952708,193,7806,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
белокаменная,1698,1045003,194,8910,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
новохохловская,1698,948318,195,19793,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
верхние котлы,1698,1016424,196,10025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
крымская,1698,1025875,197,5791,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
нижегородская,1698,945880,198,8949,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
лужники,1698,1061512,199,19095,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
москва сити,1698,994590,200,2037,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
зорге,1698,973157,201,12200,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
площадь гагарина,1698,1007367,202,1098,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
бутырская,14,894240,203,12037,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
фонвизинская,18,940759,204,19254,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
минская,14,993240,205,12423,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ломоносовский проспект,14,914226,206,3779,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
раменки,1691,998387,207,18746,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
петровский парк,1749,954547,208,17338,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ховрино,9,1067267,209,15128,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
хорошевская,1749,982807,210,16833,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
цска,1749,1039768,211,17081,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
селигерская,18,1003704,212,1813,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
верхние лихоборы,18,1102880,213,13269,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
мичуринский проспект,1691,958400,214,3684,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
озерная,1691,1065338,215,1682,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
говорово,1691,979218,216,17809,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
солнцево,1691,1049585,217,17597,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
боровское шоссе,1691,848283,218,4285,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
новопеределкино,1691,981091,219,9190,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
рассказовка,1691,897844,220,18834,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
беломорская,9,934801,221,11180,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
филатов луг,8,924230,222,2454,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
прокшино,8,919932,223,7309,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ольховая,8,985218,224,9446,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
коммунарка,8,1083355,225,9831,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
косино,1779,976973,226,15440,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
улица дмитриевского,1779,990465,227,6269,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
лухмановская,1779,947428,228,10308,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
некрасовка,1779,1000878,229,14188,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
юго восточная,1779,865366,230,12228,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
окская,1779,989340,231,18178,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
стахановская,1779,987181,232,14246,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
лефортово,1749,941432,233,14434,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
тпу рязанская,1779,977295,234,18216,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
народное ополчение,1749,1045298,235,6875,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
мневники,1749,1065330,236,17819,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
каховская,1749,865656,237,3566,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
зюзино,1749,1015735,238,13468,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
воронцовская,1749,1018661,239,13693,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
новаторская,1749,991168,240,11665,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
аминьевская,1749,1045529,241,11956,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
давыдково,1749,971763,242,17376,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
терехово,1749,1020988,243,16765,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
нагатинский затон,1749,1015410,244,1930,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
кленовый бульвар,1749,976086,245,19080,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
варшавская,1749,965541,246,14619,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
пыхтино,1691,1068748,247,18901,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
аэропорт внуково,1691,1041044,248,16033,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
яхромская,18,976780,249,10737,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
лианозово,18,959420,250,17071,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
физтех,18,957181,251,12309,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
бульвар рокоссовского,8,931919,1,7645,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
черкизовская,8,996780,2,7645,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
преображенская площадь,8,975920,3,18122,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
сокольники,8,1043897,4,19236,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
красносельская,8,983652,5,8814,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
комсомольская,8,1055535,6,13782,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
красные ворота,8,963324,7,14202,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
чистые пруды,8,930634,8,2652,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
лубянка,8,1035229,9,1024,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
охотный ряд,8,1019041,10,10244,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
кропоткинская,8,1085090,11,1197,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
парк культуры,8,905642,12,8021,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
фрунзенская,8,1013499,13,4065,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
спортивная,8,1014960,14,1849,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
воробьевы горы,8,985400,15,19224,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
университет,8,1000435,16,2240,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
проспект вернадского,8,970428,17,11003,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
юго западная,8,967974,18,6353,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
красногвардейская,9,1037838,19,6039,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
домодедовская,9,1035020,20,12667,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
орехово,9,884202,21,19511,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
царицыно,9,956463,22,8024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
кантемировская,9,1016517,23,10262,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
коломенская,9,943983,24,14415,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
автозаводская,9,916748,25,5162,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
павелецкая,9,921935,26,14030,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
новокузнецкая,9,950479,27,6529,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
театральная,9,946775,28,5066,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
тверская,9,938994,29,13417,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
маяковская,9,948163,30,5987,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
белорусская,9,1029229,31,15827,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
динамо,9,1039735,32,14322,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
аэропорт,9,979350,33,14191,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
сокол,9,1091028,34,9079,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
войковская,9,993309,35,9389,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
водный стадион,9,1033561,36,6739,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
речной вокзал,9,970301,37,8177,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
каширская,9,912626,38,18497,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
киевская,12,973993,39,3298,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
смоленская,12,1053795,40,14002,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
арбатская,12,1001116,41,2361,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
площадь революции,12,968816,42,14887,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
курская,12,988818,43,2687,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
бауманская,12,905326,44,14134,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
электрозаводская,12,953899,45,14377,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
семеновская,12,973499,46,15805,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
партизанская,12,968653,47,4614,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
измайловская,12,1045903,48,1168,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
первомайская,12,1087152,49,18101,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
щелковская,12,920312,50,3852,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
александровский сад,13,1065220,51,19586,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
студенческая,13,961802,52,4295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
кутузовская,13,935893,53,5574,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
фили,13,976838,54,4977,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
багратионовская,13,960442,55,7749,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
филевский парк,13,1004470,56,1909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
пионерская,13,976265,57,3605,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
кунцевская,13,1013569,58,15522,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
молодежная,12,992608,59,14985,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
крылатское,12,895626,60,17428,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
новослободская,609,983994,61,5151,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
проспект мира,609,945631,62,4720,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
таганская,609,963768,63,7379,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
добрынинская,609,1060324,64,12782,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
октябрьская,609,862205,65,3482,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
краснопресненская,609,993593,66,11758,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
новогиреево,14,962242,67,8292,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
перово,14,1032507,68,6070,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
шоссе энтузиастов,14,1130735,69,4844,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
авиамоторная,14,858582,70,10520,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
площадь ильича,14,926671,71,8480,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
марксистская,14,989745,72,6994,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
третьяковская,14,1001446,73,11927,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
медведково,15,949689,74,3325,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
бабушкинская,15,1113731,75,12155,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
свиблово,15,970335,76,17134,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ботанический сад,15,1011990,77,1827,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
вднх,15,1020246,78,13396,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
алексеевская,15,1019483,79,13850,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
рижская,15,976964,80,16331,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
сухаревская,15,977670,81,11794,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
тургеневская,15,978459,82,16400,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
китай город,15,1022079,83,18314,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
шаболовская,15,963991,84,4863,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ленинский проспект,15,979828,85,18435,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
академическая,15,1024642,86,13077,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
профсоюзная,15,988000,87,8656,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
новые черемушки,15,974144,88,17938,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
калужская,15,934808,89,7458,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
беляево,15,995007,90,18855,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
коньково,15,881897,91,16290,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
теплый стан,15,948870,92,1957,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ясенево,15,974092,93,19932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
новоясеневская,15,955632,94,17605,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
выхино,16,884807,95,11996,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
рязанский проспект,16,963921,96,10458,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
кузьминки,16,997466,97,2869,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
текстильщики,16,984057,98,15781,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
волгоградский проспект,16,1035062,99,14083,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
пролетарская,16,970860,100,2668,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
кузнецкий мост,16,976558,101,2886,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
пушкинская,16,1009284,102,8338,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
баррикадная,16,999807,103,9447,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
улица 1905 года,16,877248,104,3404,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
беговая,16,989360,105,11041,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
полежаевская,16,982670,106,8818,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
октябрьское поле,16,1016439,107,1166,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
щукинская,16,982117,108,12653,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
тушинская,16,976236,109,5680,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
сходненская,16,898956,110,19273,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
планерная,16,1003918,111,9729,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
алтуфьево,17,941963,112,18717,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
бибирево,17,1011627,113,4525,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
отрадное,17,1015733,114,14863,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
владыкино,17,947326,115,4482,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
петровско разумовская,17,1051264,116,13633,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
тимирязевская,17,1034867,117,5022,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
дмитровская,17,891605,118,5108,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
савеловская,17,1001053,119,19529,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
менделеевская,17,969563,120,19860,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
цветной бульвар,17,986038,121,19927,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
чеховская,17,958700,122,11628,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
боровицкая,17,1000793,123,5050,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
полянка,17,959397,124,13668,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
серпуховская,17,982936,125,15593,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
тульская,17,890899,126,16747,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
нагатинская,17,1053096,127,6279,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
нагорная,17,908593,128,2403,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
нахимовский проспект,17,904206,129,18891,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
севастопольская,17,993393,130,3775,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
чертановская,17,886593,131,16451,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
южная,17,1069939,132,9871,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
пражская,17,995864,133,10792,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
чкаловская,18,973600,134,1176,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
римская,18,947434,135,1510,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
крестьянская застава,18,998084,136,5682,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
кожуховская,18,1004693,137,13947,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
печатники,18,941809,138,4454,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
волжская,18,992791,139,6490,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
люблино,18,985942,140,6389,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
братиславская,18,1039411,141,10961,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
марьино,18,923896,142,14926,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
библиотека имени ленина,8,912272,143,16019,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
дубровка,18,1101372,144,3040,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
улица академика янгеля,17,1007714,145,8655,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
аннино,17,998539,146,13711,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
технопарк,609,1099786,147,18946,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
бульвар дмитрия донского,17,1029931,148,11909,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
парк победы,12,947927,149,5377,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
улица старокачаловская,1500,962016,150,4388,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
улица скобелевская,1500,1019260,151,19714,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
бульвар адмирала ушакова,1500,1030594,152,14995,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
улица горчакова,1500,1023943,153,11316,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
бунинская аллея,1500,951647,154,1771,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
трубная,18,921847,155,10420,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
строгино,12,1012689,156,5321,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
сретенский бульвар,18,975800,157,5208,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
славянский бульвар,12,869362,158,1538,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
мякинино,12,1063061,159,12196,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
волоколамская,12,1078172,160,16407,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
митино,12,1071000,161,9893,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
достоевская,18,968110,162,5299,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
марьина роща,18,951412,163,5929,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
